Image,Contrast,Folder
40.jpg,3467.041016279584,check7
41.jpg,7324.900078863663,check7
42.jpg,7587.1136844671555,check7
43.jpg,1119.085479704155,check7
44.jpg,4853.974736681982,check7
45.jpg,5589.3929063319565,check7
46.jpg,3920.2820071053975,check7
47.jpg,1630.430373141389,check7
48.jpg,1221.9921399787386,check7
49.jpg,836.5228112716072,check7
5.jpg,3047.0674211914366,check7
50.jpg,1090.4257006849762,check7
6.jpg,6306.17456348138,check7
7.jpg,3042.9590637794095,check7
8.jpg,4515.226767079625,check7
9.jpg,3499.727931338814,check7
1.jpg,23730.958105146856,check8
10.jpg,7952.294345051782,check8
11.jpg,9953.458969195253,check8
12.jpg,3155.2975545940376,check8
13.jpg,4827.172046980328,check8
14.jpg,3239.328332204314,check8
15.jpg,10595.381897125182,check8
16.jpg,8116.909051565466,check8
17.jpg,7833.873860705152,check8
18.jpg,7844.086271819052,check8
19.jpg,7663.929524069775,check8
2.jpg,5526.094292290357,check8
20.jpg,7164.0093519245775,check8
21.jpg,3450.3398708421355,check8
22.jpg,5244.3168120978025,check8
23.jpg,6421.332744091563,check8
24.jpg,1580.6065840079652,check8
25.jpg,2192.283649841779,check8
26.jpg,5691.041862398424,check8
27.jpg,11685.469755185837,check8
28.jpg,7927.296025925207,check8
29.jpg,3707.659935952425,check8
3.jpg,5272.194614042992,check8
30.jpg,16907.801866181042,check8
31.jpg,5670.691188152508,check8
32.jpg,6038.987003412211,check8
33.jpg,10035.80578240828,check8
34.jpg,6088.777183559723,check8
35.jpg,5858.205514131312,check8
36.jpg,12715.100644725702,check8
37.jpg,3303.188870621443,check8
38.jpg,11792.58956959346,check8
39.jpg,2158.3414667642696,check8
4.jpg,10456.339372595961,check8
40.jpg,1139.8499395393521,check8
41.jpg,10206.629285209034,check8
42.jpg,8914.552105339206,check8
43.jpg,1984.6890818537497,check8
44.jpg,11445.76845407188,check8
45.jpg,27300.725282553478,check8
46.jpg,18118.125819681285,check8
47.jpg,31725.071301645756,check8
48.jpg,9494.052781193617,check8
49.jpg,4772.832571204828,check8
5.jpg,6915.464009084389,check8
50.jpg,39105.446121635265,check8
6.jpg,2828.44115450699,check8
7.jpg,11660.562878641274,check8
8.jpg,3064.3284558189353,check8
9.jpg,3411.2059575862954,check8
1.jpg,8916.010397279128,check9
10.jpg,2382.450951030879,check9
11.jpg,7449.20274924636,check9
12.jpg,7295.922565823641,check9
13.jpg,640.3587441176287,check9
14.jpg,3358.621129688547,check9
15.jpg,592.5961004763234,check9
16.jpg,1406.5973633460728,check9
17.jpg,4405.639807497744,check9
18.jpg,3406.2844330776934,check9
19.jpg,33616.15234943432,check9
2.jpg,53383.02192601199,check9
20.jpg,3548.2553093325137,check9
21.jpg,1984.9124375021195,check9
22.jpg,427.47090837469904,check9
23.jpg,45439.774286291584,check9
24.jpg,2950.9915013184204,check9
25.jpg,645.3780440168051,check9
26.jpg,1977.1764930934023,check9
27.jpg,14047.11756437771,check9
28.jpg,5302.6573954796295,check9
29.jpg,10981.84676826442,check9
3.jpg,3685.254867507636,check9
30.jpg,8958.39062393074,check9
31.jpg,5772.259012090817,check9
32.jpg,889.8136680758729,check9
33.jpg,48545.74460236663,check9
34.jpg,19702.141963070208,check9
35.jpg,7451.986066675643,check9
36.jpg,24354.617250130308,check9
37.jpg,17476.846913926358,check9
38.jpg,9582.333485428167,check9
39.jpg,15482.692345376909,check9
4.jpg,7953.27718065064,check9
40.jpg,12835.805647855203,check9
41.jpg,8140.737502536988,check9
42.jpg,6138.834264242862,check9
43.jpg,5241.947626989716,check9
44.jpg,26726.34387635212,check9
45.jpg,32874.19451010084,check9
46.jpg,14726.005427373642,check9
47.jpg,19283.16437488097,check9
48.jpg,4017.374018200434,check9
49.jpg,2062.760587640625,check9
5.jpg,3768.235925606914,check9
50.jpg,33408.327720416084,check9
6.jpg,7179.455588448797,check9
7.jpg,7702.096880364647,check9
8.jpg,5245.805704922738,check9
9.jpg,1867.5901060346662,check9
1.jpg,33487.41509582539,check10
10.jpg,26587.588465631827,check10
11.jpg,7544.276164137886,check10
12.jpg,29389.227938008975,check10
13.jpg,8592.371076438487,check10
14.jpg,37856.815658721855,check10
15.jpg,23956.921359537246,check10
16.jpg,17991.393099395595,check10
17.jpg,14195.829862809887,check10
18.jpg,30365.57060076465,check10
19.jpg,22643.915884815917,check10
2.jpg,26147.02380233663,check10
20.jpg,31591.520583068963,check10
21.jpg,20091.966891274456,check10
22.jpg,38416.02848273145,check10
23.jpg,25192.15873342313,check10
24.jpg,10340.386798001886,check10
25.jpg,21269.51428554039,check10
26.jpg,37973.42070357336,check10
27.jpg,22476.136955822072,check10
28.jpg,28847.484783386702,check10
29.jpg,13960.238596155563,check10
3.jpg,15295.60027445579,check10
30.jpg,28349.18983542567,check10
31.jpg,26364.962063672592,check10
32.jpg,28719.212009159837,check10
33.jpg,9323.119773035396,check10
34.jpg,37906.599407100715,check10
35.jpg,14077.109330281375,check10
36.jpg,7033.580776837407,check10
37.jpg,37824.2066539171,check10
38.jpg,33385.84109383313,check10
39.jpg,32931.950522832696,check10
4.jpg,8635.26212181463,check10
40.jpg,22670.184099824164,check10
41.jpg,12103.128148146838,check10
42.jpg,25794.42851463828,check10
43.jpg,34632.20582041011,check10
44.jpg,14137.134079576485,check10
45.jpg,36546.68871444923,check10
46.jpg,22339.481361297007,check10
47.jpg,38161.82798413066,check10
48.jpg,35160.06303125459,check10
49.jpg,18074.299870339295,check10
5.jpg,30358.582449864174,check10
50.jpg,13894.32438370348,check10
6.jpg,10788.892520155821,check10
7.jpg,27155.22023039448,check10
8.jpg,19525.943179165904,check10
9.jpg,22140.395326107948,check10
